seed node,shapley value
3724,12.8305
35877,7.6334
20165,6.307
603,8.6078
663,32.32
27859,7.3085
12865,11.3688
15175,7.0379
801,9.6635
501,20.6263
4431,10.1508
1449,8.7973
1154,16.3495
437,10.9357
1168,25.3904
173,11.2606
1550,128.2784
5002,6.3341
5000,5.0348
880,38.8977
40,8.4725
8764,6.2529
2459,12.8847
1407,8.6078
24349,5.9551
19682,16.3765
719,10.3944
780,14.4547
1328,61.7978
3687,41.8752
2580,6.6048
5026,12.1809
22361,8.1747
123,15.6998
15168,6.0904
2630,7.7146
3710,5.4408
3702,17.0533
610,10.9628
1142,10.4485
1896,7.8499
6199,14.1028
2787,10.638
448,7.877
151,10.3944
19749,7.1461
2588,7.7146
2654,7.5522
65,7.9582
554,10.6109
101,10.4756
19257,23.6309
326,3.7084
2651,4.5475
16274,29.3424
18,9.5552
3644,5.0348
19694,9.7447
13,19.2458
1751,53.9749
4034,16.4036
20166,10.6651
2969,67.7529
9810,14.7795
9690,6.7942
1703,12.1809
20,6.6589
59,5.522
21,7.3085
24333,4.6287
535,15.5103
13818,6.1446
2599,6.8213
579,15.754
2415,39.6015
9767,14.9148
19711,16.8908
8262,22.1692
67,4.9536
94,9.6635
36,13.6155
7872,10.9899
11009,44.7445
2591,5.8468
9196,21.6549
2615,3.6543
21649,6.0092
3047,8.8515
16929,18.5962
2585,10.4485
1881,9.9071
9348,18.6232
580,34.296
21658,10.9628
3666,10.1508
2631,8.9056
1327,25.2009
2413,64.7212
165,7.877
499,10.3132
