seed node,shapley value
2787,73.5431
1896,59.4247
2585,98.2509
2630,51.573
65,49.1722
19711,80.3674
5026,71.713
1751,218.5636
9690,78.7128
5002,88.7872
2459,76.11
2969,483.7433
2415,223.0665
94,52.9632
2654,85.398
801,87.9902
1550,426.4696
326,46.819
8764,63.4343
21658,56.6094
580,196.152
13,98.2523
1327,231.7351
535,64.6682
3047,63.5177
15175,98.3736
2631,63.5207
9767,95.0993
6199,76.6548
1328,357.2632
19257,53.4685
15168,60.9409
13818,44.0826
437,97.1226
2599,58.6226
59,34.7136
2651,39.8081
2413,259.1923
880,221.935
35877,57.7967
40,39.785
1881,58.6255
20165,54.6421
3687,248.4988
1703,92.1049
501,102.4414
1407,26.9469
1154,97.9888
2591,62.0226
579,122.685
19682,93.5048
20166,69.361
448,56.6097
67,34.9416
101,52.6603
16274,127.0694
12865,43.5102
5000,63.4701
4431,67.1203
173,64.7103
603,71.1919
610,115.3065
21,55.688
151,48.4142
2580,66.0444
24333,40.2076
18,61.9621
20,48.4822
19749,47.462
7872,83.102
499,94.1198
1142,60.8709
3710,67.3393
1449,92.9407
554,65.8709
36,58.7197
9196,113.3415
4034,145.8875
9810,49.5217
22361,39.3257
165,67.2114
2588,62.9619
24349,44.8764
3724,60.29
9348,169.7179
11009,110.194
8262,116.5364
16929,56.7104
2615,47.9501
3666,85.1711
3644,56.6159
27859,44.5161
1168,131.3786
19694,41.4428
719,61.8843
663,386.9841
21649,66.3897
780,97.2569
3702,195.464
123,84.8676
