seed node,shapley value
16929,19.0684
1327,25.5241
2631,9.5917
21649,5.8243
151,9.7002
2615,4.7042
2413,64.1727
2415,39.6827
2787,11.1381
2651,5.4565
2599,7.808
94,9.6541
15175,6.4434
165,9.4805
8764,6.1827
11009,38.4452
501,21.5167
880,35.0616
20165,5.9621
24333,6.5345
19682,17.6773
36,13.1868
535,15.7902
2654,7.0289
101,12.2224
24349,6.28
27859,6.4987
610,12.0749
15168,6.1328
18,9.7813
12865,9.4399
1703,10.8022
123,15.4064
7872,10.8697
3702,18.6594
1142,11.4222
19711,17.4348
6199,11.905
59,5.6054
499,10.0345
1154,13.0043
579,16.3518
2580,6.3334
780,16.2208
663,31.3056
8262,20.52
173,13.4209
3710,4.3462
9196,23.9868
3687,45.4098
1449,9.8786
13818,7.7583
13,19.3057
21,5.4024
2588,7.8766
1407,10.8969
19694,7.2961
1881,9.3332
326,5.5651
21658,11.9424
2630,7.8577
65,8.3265
9810,14.4246
580,31.2367
40,8.7029
1328,67.4316
437,12.5572
35877,7.5189
22361,7.6452
1168,21.9718
3724,11.7254
3666,9.0194
1550,127.174
16274,27.1158
5002,7.8878
20,6.0928
603,7.6474
1896,6.7538
554,10.4564
67,5.6674
9348,17.9266
2585,11.2317
3644,4.6283
20166,10.0414
19257,22.5368
801,8.8688
4431,10.2445
19749,8.1066
448,8.3007
1751,50.4621
3047,10.0452
2459,12.3038
5026,11.7945
5000,5.2195
9690,6.2705
9767,14.4279
4034,16.3474
719,10.5403
2969,69.863
2591,4.6718
