seed node,shapley value
20166,9.992
22361,7.642
5026,11.7596
173,13.421
20,6.2034
4431,10.2262
19257,22.5048
40,8.6244
59,5.6032
15168,6.0954
2585,11.2352
3724,11.7292
2588,7.81
499,9.9856
1328,67.6092
535,15.738
9348,17.882
6199,11.9072
437,12.5944
123,15.4472
2654,7.0608
19749,8.1224
603,7.6442
9196,24.015
8262,20.5822
2630,7.9252
663,31.2376
12865,9.4418
719,10.6018
21649,5.8548
801,8.817
8764,6.1668
9767,14.3344
610,12.0506
35877,7.5028
2615,4.676
9810,14.4274
67,5.6518
2969,70.023
448,8.2944
16929,18.9812
13818,7.746
19711,17.512
2413,64.348
65,8.2976
3644,4.654
2459,12.274
24333,6.5038
880,35.024
19694,7.2748
580,31.1576
2651,5.5058
1896,6.8036
16274,27.0918
2580,6.3722
3702,18.6566
36,13.202
101,12.276
501,21.5344
1449,9.885
1703,10.7974
11009,38.4004
1327,25.5508
1142,11.4788
94,9.6122
3710,4.3144
2631,9.5622
1751,50.4728
1154,13.059
5000,5.2496
24349,6.3408
3047,10.1168
165,9.4138
1550,127.4316
780,16.173
1881,9.3024
7872,10.9384
1407,10.8996
21,5.4072
15175,6.4168
27859,6.4896
9690,6.2934
19682,17.5856
4034,16.3514
5002,7.93
20165,5.9822
3687,45.409
579,16.2444
3666,8.9512
151,9.7016
18,9.7852
13,19.3432
554,10.3926
1168,22.0814
2599,7.8084
21658,11.8746
2591,4.6798
2415,39.6312
326,5.6018
2787,11.1484
